"genes","symbol","v15.Counts","v32.Counts"
"ENSG00000229909","TRIM60P16",0,0
"ENSG00000229910","HNRNPA1P18",0,0
"ENSG00000229911","AL139148.1",0,0
"ENSG00000229912","AC128709.1",1,1
"ENSG00000229913","AL360295.1",0,0
"ENSG00000229914","AL138899.2",10,10
"ENSG00000229915","AC016999.1",9,9
"ENSG00000229917","RPL7P46",23,23
"ENSG00000229918","DOCK9-AS1",0,0
"ENSG00000229919","ELOCP3",0,0
"ENSG00000229920","RPS4XP5",18,19
"ENSG00000229921","KIF25-AS1",0,0
"ENSG00000229922","LINC02865",0,0
"ENSG00000229923","AL583803.1",0,0
"ENSG00000229924","FAM90A26",2,2
"ENSG00000229925","AP001043.1",0,0
"ENSG00000229926","IL9RP1",0,0
"ENSG00000229927","RHEBP1",4,0
"ENSG00000229928","LINC00400",0,0
"ENSG00000229930","AC138393.2",0,0
"ENSG00000229931","ATXN1-AS1",15,15
"ENSG00000229932","YWHAZP3",18,13
"ENSG00000229935","MTCYBP9",0,0
"ENSG00000229937","PRPS1L1",0,0
"ENSG00000229938","MYO16-AS2",0,0
"ENSG00000229939","AL589880.1",18,17
"ENSG00000229940","TSPY22P",0,0
"ENSG00000229941","PDE11A-AS1",0,0
"ENSG00000229943","AC133865.1",0,0
"ENSG00000229944","EIF4EP2",5,4
"ENSG00000229946","B3GNT2P1",0,0
"ENSG00000229948","B3GALNT1P1",104,101
"ENSG00000229949","AC005094.1",2,2
"ENSG00000229950","TFAP2A-AS1",5,2
"ENSG00000229951","FLJ31356",154,154
"ENSG00000229953","AL590666.2",5,2
"ENSG00000229954","MTND2P2",18,17
"ENSG00000229955","Z98749.1",35,35
"ENSG00000229956","ZRANB2-AS2",41,89
"ENSG00000229957","AL031687.1",0,0
"ENSG00000229960","AL590483.1",0,0
"ENSG00000229961","AL357143.1",0,0
"ENSG00000229962","AP000221.1",0,0
"ENSG00000229964","AC080129.1",0,0
"ENSG00000229965","RPS3AP7",8,6
"ENSG00000229967","MAGEA4-AS1",0,0
"ENSG00000229968","AL022578.1",0,1
"ENSG00000229969","AL136982.2",0,0
"ENSG00000229970","AC007128.1",1,0
"ENSG00000229971","AL022313.3",0,0
"ENSG00000229972","IQCF3",1,0
"ENSG00000229975","LIPT1P1",0,0
"ENSG00000229976","AL118523.1",0,1
"ENSG00000229977","AC073264.1",0,0
"ENSG00000229978","PRAMEF36P",0,0
"ENSG00000229979","AC243428.1",10,10
"ENSG00000229980","TOB1-AS1",25,14
"ENSG00000229981","LINC01435",4,4
"ENSG00000229982","GTF3AP6",0,0
"ENSG00000229983","AL606468.1",9,10
"ENSG00000229985","AL590640.2",3,3
"ENSG00000229986","AP001042.2",1,1
"ENSG00000229988","HBBP1",18,15
"ENSG00000229989","MIR181A1HG",1130,1299
"ENSG00000229990","AC022400.2",93,93
"ENSG00000229991","AKR1B1P1",6,6
"ENSG00000229992","HMGB3P9",20,20
"ENSG00000229994","RPL5P4",96,96
"ENSG00000229996","AC093585.1",16,16
"ENSG00000229999","SGSM3-AS1",53,53
"ENSG00000230000","AC006455.5",0,0
"ENSG00000230001","AL359095.1",2,2
"ENSG00000230002","ALMS1-IT1",69,68
"ENSG00000230003","AL445646.1",0,0
"ENSG00000230005","SNAP47-AS1",11,10
"ENSG00000230006","ANKRD36BP2",283,280
"ENSG00000230009","MTCO2P3",0,0
"ENSG00000230010","AL049646.1",0,51
"ENSG00000230011","CTSLP4",0,0
"ENSG00000230013","CT70",5,7
"ENSG00000230014","LINC00709",0,0
"ENSG00000230015","AL365184.2",0,0
"ENSG00000230018","PPIAP39",2,0
"ENSG00000230019","YWHAQP9",0,0
"ENSG00000230020","NHS-AS1",0,0
"ENSG00000230021","AL669831.3",1,28
"ENSG00000230022","FNTAP2",59,59
"ENSG00000230023","LINC02800",0,0
"ENSG00000230025","AC007967.3",0,0
"ENSG00000230026","AL357556.1",1,1
"ENSG00000230027","AC092813.2",0,0
"ENSG00000230029","CDY11P",0,0
"ENSG00000230030","AL353742.1",0,0
"ENSG00000230031","POTEB2",0,0
"ENSG00000230033","AC006357.1",0,0
"ENSG00000230035","IGSF21-AS1",1,1
"ENSG00000230037","UBBP1",10,9
"ENSG00000230039","CCNYL5",2,2
"ENSG00000230040","LINC00364",0,0
"ENSG00000230042","AK3P3",43,43
"ENSG00000230043","TMSB4XP6",0,0
"ENSG00000230044","CDK8P1",0,0
"ENSG00000230045","FAM90A15P",0,0
"ENSG00000230046","BIRC6-AS1",67,67
"ENSG00000230047","HIGD2AP1",0,0
"ENSG00000230051","AL020994.2",0,0
"ENSG00000230052","MTND3P2",0,0
"ENSG00000230053","AC093578.1",0,0
"ENSG00000230054","TEX53",7,7
"ENSG00000230056","DDX6P1",4,1
"ENSG00000230061","TRPM2-AS",30,29
"ENSG00000230062","ANKRD66",0,0
"ENSG00000230063","AL360091.2",19,16
"ENSG00000230064","AL772161.1",0,0
"ENSG00000230065","AC010974.1",0,0
"ENSG00000230066","FAM197Y3",0,0
"ENSG00000230067","HSPD1P6",4,4
"ENSG00000230068","CDC42-IT1",160,160
"ENSG00000230069","LRRC37A15P",422,93
"ENSG00000230071","RPL4P6",109,54
"ENSG00000230073","AC009947.1",0,0
"ENSG00000230074","AL162231.2",0,3
"ENSG00000230076","RPL10P6",253,250
"ENSG00000230077","MTAPP2",2,2
"ENSG00000230079","STK24P1",4,1
"ENSG00000230080","AC139143.1",9,8
"ENSG00000230081","HSPE1P28",26,26
"ENSG00000230082","PRRT3-AS1",63,62
"ENSG00000230083","AC009237.4",0,0
"ENSG00000230084","AC006059.1",104,743
"ENSG00000230086","VN1R96P",3,3
"ENSG00000230087","AC104389.3",2,2
"ENSG00000230088","KRT16P5",0,0
"ENSG00000230090","AC108025.1",0,0
"ENSG00000230091","TMEM254-AS1",52,47
"ENSG00000230092","AL669831.4",33,19
"ENSG00000230096","AC022535.1",0,0
"ENSG00000230097","ME2P1",2,1
"ENSG00000230098","TCERG1L-AS1",0,0
"ENSG00000230099","TRBV5-4",29,28
"ENSG00000230100","AL606490.3",0,0
"ENSG00000230101","TUBB3P2",1,1
"ENSG00000230102","LINC02028",0,1
"ENSG00000230104","AC018712.1",2,2
"ENSG00000230105","AL354793.1",12,12
"ENSG00000230106","SNRPCP15",0,0
"ENSG00000230107","AL022316.1",1,1
"ENSG00000230109","LINC02643",0,0
"ENSG00000230111","H3P11",1,0
"ENSG00000230112","AL157398.1",0,0
"ENSG00000230113","AC138207.1",15,14
"ENSG00000230114","AGBL4-AS1",0,0
"ENSG00000230115","TPRG1-AS2",0,0
"ENSG00000230116","RPS3AP11",5,4
"ENSG00000230118","AC092569.1",1,2
"ENSG00000230119","AC123900.1",0,0
"ENSG00000230120","AL008723.1",0,0
"ENSG00000230121","AL445070.1",0,0
"ENSG00000230122","ECEL1P3",5,5
"ENSG00000230123","DLEC1P1",0,0
"ENSG00000230124","ACBD6",1704,1532
"ENSG00000230125","EEF1A1P39",0,0
"ENSG00000230126","FGF12-AS2",0,0
"ENSG00000230130","MTND2P39",0,0
"ENSG00000230131","LINC02641",5,10
"ENSG00000230132","AC006457.1",0,0
"ENSG00000230133","LINC01721",0,0
"ENSG00000230137","AC004832.2",0,0
"ENSG00000230138","LINC02812",8,8
"ENSG00000230140","NPAS2-AS1",1,3
"ENSG00000230142","LINC01075",0,0
"ENSG00000230146","SEPHS1P4",1,1
"ENSG00000230147","AL158071.1",3,3
"ENSG00000230148","HOXB-AS1",84,70
"ENSG00000230149","AL021707.3",104,43
"ENSG00000230153","AF274573.1",0,0
"ENSG00000230154","AIDAP1",17,17
"ENSG00000230155","CEP250-AS1",146,87
"ENSG00000230156","LINC00443",0,0
"ENSG00000230157","ATP5MC1P1",2,2
"ENSG00000230158","MTND1P28",0,0
"ENSG00000230159","BX119904.1",0,0
"ENSG00000230160","AC004854.1",5,5
"ENSG00000230161","AL162395.1",0,0
"ENSG00000230162","CT45A11P",7,7
"ENSG00000230163","AL122010.1",106,0
"ENSG00000230164","MAS1LP1",0,0
"ENSG00000230165","AURKAP2",0,0
"ENSG00000230166","RPL35AP24",5,5
"ENSG00000230169","RPL30P16",1,1
"ENSG00000230170","HNRNPA1P28",5,3
"ENSG00000230171","RPL22P18",0,0
"ENSG00000230172","AC090957.1",0,0
"ENSG00000230173","LINC01790",0,0
"ENSG00000230174","LINC01149",5,2
"ENSG00000230175","AL451074.3",22,23
"ENSG00000230176","LINC01433",27,33
"ENSG00000230178","OR4F3",0,0
"ENSG00000230180","RPL12P49",4,4
"ENSG00000230182","RNF10P1",0,0
"ENSG00000230183","CNOT6LP1",12,13
"ENSG00000230184","SMYD3-IT1",54,53
"ENSG00000230185","C9orf147",56,63
"ENSG00000230186","AC246680.1",1,0
"ENSG00000230187","AL139109.1",0,0
"ENSG00000230188","AL158156.1",7,6
"ENSG00000230189","AC008267.2",227,14
"ENSG00000230190","AC005518.1",0,0
"ENSG00000230191","IFITM3P4",2,2
"ENSG00000230192","AC073387.1",0,0
"ENSG00000230194","AC000081.1",0,0
"ENSG00000230196","DDX43P3",0,0
"ENSG00000230197","AC007952.3",0,0
"ENSG00000230198","RPL37P4",0,0
"ENSG00000230199","AL603825.1",5,5
"ENSG00000230201","ATP6V0CP1",20,20
"ENSG00000230202","AL450405.1",67,66
"ENSG00000230203","Z99714.1",5,5
"ENSG00000230204","FTH1P5",4,2
"ENSG00000230205","AL359382.1",0,0
"ENSG00000230207","RPL4P5",47,40
"ENSG00000230208","IFNNP1",3,3
"ENSG00000230212","AP000688.1",10,9
"ENSG00000230213","OR8V1P",0,0
"ENSG00000230214","FTLP18",0,0
"ENSG00000230215","LINC01840",1,1
"ENSG00000230216","HSPB1P2",1,0
"ENSG00000230219","CIBAR1P2",0,0
"ENSG00000230221","AL157384.1",8,5
"ENSG00000230223","ATXN8OS",0,0
"ENSG00000230224","PHBP9",273,270
"ENSG00000230225","MTND5P14",174,174
"ENSG00000230226","AL121829.1",1,1
"ENSG00000230227","SIAH1P1",0,0
"ENSG00000230228","H3P1",5,4
"ENSG00000230229","AC010163.2",0,0
"ENSG00000230231","FMO7P",1,0
"ENSG00000230233","AF240627.1",1,1
"ENSG00000230234","AL162582.1",0,0
"ENSG00000230237","GNA13P1",0,0
"ENSG00000230239","BX284668.3",1,1
"ENSG00000230240","RPL34P19",2,2
"ENSG00000230241","AC244636.1",0,0
"ENSG00000230243","FKBP1AP3",0,0
"ENSG00000230244","RAD23BP2",0,0
"ENSG00000230245","BX088651.3",0,0
"ENSG00000230246","SPATA31C1",0,1
"ENSG00000230247","HNRNPH3P1",0,0
"ENSG00000230248","Z98742.1",1,1
"ENSG00000230249","RPS24P21",0,0
"ENSG00000230250","LINC01753",0,0
"ENSG00000230251","PHBP4",0,0
"ENSG00000230252","MTND2P4",2,0
"ENSG00000230256","FGFR1OP2P1",0,0
"ENSG00000230257","NFE4",1,1
"ENSG00000230258","AC005208.1",0,0
"ENSG00000230260","AL136322.1",0,0
"ENSG00000230261","OR52J2P",0,0
"ENSG00000230262","LINC02603",0,38
"ENSG00000230266","XXYLT1-AS2",21,20
"ENSG00000230267","HERC2P4",1,1
"ENSG00000230268","SSU72P8",0,0
"ENSG00000230269","LINC02525",0,0
"ENSG00000230271","AC023141.5",0,0
"ENSG00000230273","BRI3P3",0,0
"ENSG00000230274","PGAM1P3",3,3
"ENSG00000230275","SERBP1P4",2,2
"ENSG00000230276","AL162388.1",0,0
"ENSG00000230280","HNRNPA1P59",52,49
"ENSG00000230282","RPL7P61",1,0
"ENSG00000230283","RPS12P24",8,8
"ENSG00000230284","AL160275.1",2,1
"ENSG00000230285","AC092807.1",2,2
"ENSG00000230286","AC013472.1",0,0
"ENSG00000230287","AL445928.1",15,13
"ENSG00000230289","AL358781.2",4,4
"ENSG00000230290","ARMC2-AS1",3,3
"ENSG00000230291","AC078817.1",32,25
"ENSG00000230292","NAALADL2-AS3",0,0
"ENSG00000230294","LINC02370",0,0
"ENSG00000230295","GTF2IP23",81,80
"ENSG00000230298","AL590068.2",0,0
"ENSG00000230299","SNRPEP11",3,3
"ENSG00000230300","STARD13-IT1",3,3
"ENSG00000230301","OR5H6",0,0
"ENSG00000230302","MTND3P4",0,0
"ENSG00000230303","AL353743.2",10,48
"ENSG00000230304","CICP6",0,0
"ENSG00000230305","AC004980.3",1,1
"ENSG00000230306","BANF1P2",18,18
"ENSG00000230307","OR6C5P",0,0
"ENSG00000230309","AL121718.1",0,0
"ENSG00000230310","AC010422.1",7,7
"ENSG00000230311","TOMM20P4",0,0
"ENSG00000230312","SLC25A53P1",30,30
"ENSG00000230313","HCG24",0,0
"ENSG00000230314","ELOVL2-AS1",0,0
"ENSG00000230316","FEZF1-AS1",0,0
"ENSG00000230317","LINC01284",1,23
"ENSG00000230318","XRCC6P3",3,2
"ENSG00000230319","TTLL1-AS1",34,25
"ENSG00000230320","BEND7P1",1,1
"ENSG00000230321","MTCO2P27",21,21
"ENSG00000230322","AL136320.1",373,369
"ENSG00000230323","LINC00159",5,7
"ENSG00000230324","LINC01734",1,1
"ENSG00000230325","AL359921.1",78,30
"ENSG00000230326","HMGN1P33",0,0
"ENSG00000230327","MTCO1P42",8,6
"ENSG00000230328","AL359893.1",0,0
"ENSG00000230330","HMGN2P3",3,3
"ENSG00000230331","AL160004.2",1,1
"ENSG00000230333","AC004160.1",56,48
"ENSG00000230335","DNAJB5P1",0,0
"ENSG00000230337","EXOSC10-AS1",3,2
"ENSG00000230338","MTND4P19",0,0
"ENSG00000230339","AC015818.1",0,0
"ENSG00000230342","FANCD2P2",1,1
"ENSG00000230343","AC018892.1",0,0
"ENSG00000230347","CT47A8",0,0
"ENSG00000230350","RPL35AP3",0,0
"ENSG00000230352","AL035250.2",0,0
"ENSG00000230353","RPS21P2",0,0
"ENSG00000230355","AC009474.1",1,1
"ENSG00000230356","NCAPD2P1",3,2
"ENSG00000230358","SPDYE21",73,108
"ENSG00000230359","TPI1P2",13,34
"ENSG00000230360","DDX10P2",2,2
"ENSG00000230361","VN1R32P",0,0
"ENSG00000230362","ACTG1P23",7,5
"ENSG00000230364","RPL4P3",12,10
"ENSG00000230365","AL451129.1",1,1
"ENSG00000230366","DSCR9",13,10
"ENSG00000230368","FAM41C",1,1
"ENSG00000230370","RPL23AP52",12,12
"ENSG00000230371","KARS1P2",1,1
"ENSG00000230373","GOLGA6L5P",58,58
"ENSG00000230375","GSTA11P",0,0
"ENSG00000230376","MEMO1P4",0,0
"ENSG00000230377","ELOCP7",0,0
"ENSG00000230379","AP000146.1",0,0
"ENSG00000230381","AL136376.1",1,1
"ENSG00000230383","AC009245.1",32,33
"ENSG00000230384","RPSAP25",1,1
"ENSG00000230385","AC012507.1",0,0
"ENSG00000230386","AC104057.1",0,0
"ENSG00000230387","AL118508.1",2,2
"ENSG00000230390","LINC01048",0,0
"ENSG00000230391","RPSAP23",1,0
"ENSG00000230392","AC004835.1",4,4
"ENSG00000230393","AC092667.1",21,14
"ENSG00000230395","ANAPC1P3",0,0
"ENSG00000230397","SPTLC1P1",11,11
"ENSG00000230398","HINT2P1",0,0
"ENSG00000230399","RBBP8P1",44,44
"ENSG00000230400","LINC01747",0,0
"ENSG00000230401","LINC01972",1,1
"ENSG00000230402","LINC01349",0,0
"ENSG00000230403","LINC01066",0,0
"ENSG00000230404","AL161640.1",0,0
"ENSG00000230405","RPS3AP52",0,0
"ENSG00000230406","RPL23P5",1,0
"ENSG00000230407","AC018717.1",0,0
"ENSG00000230408","BZW1-AS1",10,6
"ENSG00000230409","TCEA1P2",106,107
"ENSG00000230411","OR3D1P",4,4
"ENSG00000230412","ELOCP12",0,0
"ENSG00000230415","LINC01786",34,34
"ENSG00000230416","OR5M4P",0,0
"ENSG00000230417","LINC00595",8,30
"ENSG00000230418","ARL2BPP7",0,0
"ENSG00000230423","AL672310.1",0,0
"ENSG00000230424","EMC1-AS1",19,19
"ENSG00000230425","RSU1P1",1,1
"ENSG00000230426","LINC01036",0,4
"ENSG00000230427","ALG14-AS1",5,5
"ENSG00000230428","AL049542.1",12,12
"ENSG00000230430","USP17L25",0,0
"ENSG00000230432","AC114803.1",0,0
"ENSG00000230433","AL031770.1",34,34
"ENSG00000230434","LINC01650",0,0
"ENSG00000230435","AC004160.2",10,5
"ENSG00000230437","AL136460.1",1,1
"ENSG00000230438","SERPINB9P1",55,139
"ENSG00000230440","AL391119.1",0,0
"ENSG00000230442","ASB15-AS1",0,0
"ENSG00000230444","TFAMP1",2,2
"ENSG00000230445","LRRC37A6P",18,16
"ENSG00000230447","CTF2P",1,1
"ENSG00000230448","LINC00276",2,2
"ENSG00000230449","RPL7P4",8,9
"ENSG00000230450","NEK2P4",1,1
"ENSG00000230451","RPS29P6",0,0
"ENSG00000230452","LINC01381",0,0
"ENSG00000230453","ANKRD18B",876,870
"ENSG00000230454","U73166.1",74,73
"ENSG00000230457","PA2G4P4",23,20
"ENSG00000230458","GPM6BP1",0,0
"ENSG00000230459","AC060773.1",11,11
"ENSG00000230461","PROX1-AS1",0,0
"ENSG00000230465","VENTXP4",1,1
"ENSG00000230468","CLUHP5",0,0
"ENSG00000230469","RPL5P26",5,2
"ENSG00000230470","AL078645.1",13,13
"ENSG00000230471","AP000532.2",0,0
"ENSG00000230472","AL135908.1",0,0
"ENSG00000230474","ATP6V1G1P7",0,0
"ENSG00000230476","OFD1P9Y",0,0
"ENSG00000230477","AC005034.1",0,0
"ENSG00000230478","Z96811.1",1,2
"ENSG00000230479","AP000695.1",0,0
"ENSG00000230480","AC093142.1",5,5
"ENSG00000230481","IGKV1OR22-5",1,1
"ENSG00000230482","ATP5MC2P3",169,165
"ENSG00000230483","AC124057.1",0,0
"ENSG00000230484","OR51A10P",3,2
"ENSG00000230485","AC000077.1",0,0
"ENSG00000230487","PSMG3-AS1",398,385
"ENSG00000230489","VAV3-AS1",14,13
"ENSG00000230490","AL139383.1",4,8
"ENSG00000230491","AC234781.4",5,4
"ENSG00000230492","AL049651.1",0,0
"ENSG00000230495","AL132765.1",11,11
"ENSG00000230496","MTCO2P7",0,0
"ENSG00000230497","EEF1B2P8",2,0
"ENSG00000230498","AL035409.1",2,9
"ENSG00000230499","AC108463.2",14,14
"ENSG00000230500","MKX-AS1",0,0
"ENSG00000230501","ANKRD30BP3",2,2
"ENSG00000230502","AL953862.1",0,0
"ENSG00000230506","AL354824.1",0,0
"ENSG00000230507","RPL7AP8",3,2
"ENSG00000230508","RPL19P21",11,9
"ENSG00000230510","PPP5D1",60,72
"ENSG00000230513","THAP7-AS1",41,29
"ENSG00000230515","AC092580.2",0,0
"ENSG00000230516","AL589642.2",1,1
"ENSG00000230519","HMGB1P49",1,1
"ENSG00000230520","AC092098.1",0,0
"ENSG00000230521","AL645929.1",151,33
"ENSG00000230522","MBD3L2",0,0
"ENSG00000230523","LINC01756",1,1
"ENSG00000230524","COL6A4P1",3,3
"ENSG00000230525","LINC01799",0,0
"ENSG00000230526","AC073370.1",1,1
"ENSG00000230528","NOS2P3",1,0
"ENSG00000230529","CEACAMP9",0,0
"ENSG00000230530","LIMD1-AS1",14,109
"ENSG00000230531","MTND5P7",0,0
"ENSG00000230532","AC091133.1",0,0
"ENSG00000230533","AL356234.2",0,0
"ENSG00000230534","AL392046.1",2,2
"ENSG00000230535","BASP1P1",0,0
"ENSG00000230536","AL360268.1",20,18
"ENSG00000230537","AL158071.2",30,66
"ENSG00000230538","Z82209.1",0,0
"ENSG00000230539","AOAH-IT1",24,23
"ENSG00000230542","LINC00102",82,80
"ENSG00000230543","SNX3P1X",0,0
"ENSG00000230546","AL445193.1",0,0
"ENSG00000230547","HMGB1P11",1,1
"ENSG00000230548","MTND4P27",1,0
"ENSG00000230549","USP17L1",1,1
"ENSG00000230550","ERLNC1",1,1
"ENSG00000230551","AC021078.1",2470,1860
"ENSG00000230552","AC092162.2",1,0
"ENSG00000230555","AL450326.1",29,29
"ENSG00000230556","AC073264.2",0,0
"ENSG00000230558","CEACAMP2",5,5
"ENSG00000230559","RPL17P12",0,0
"ENSG00000230561","CCDC192",33,32
"ENSG00000230562","FAM133DP",7,7
"ENSG00000230563","AL121757.1",1,2
"ENSG00000230564","CALM1P2",1,0
"ENSG00000230565","ZNF32-AS2",62,49
"ENSG00000230568","SF3A3P1",154,150
"ENSG00000230569","AC114763.2",50,48
"ENSG00000230570","AL139095.3",3,3
"ENSG00000230571","AC113347.1",0,0
"ENSG00000230572","AC027612.2",0,0
"ENSG00000230573","LINC02639",1,1
"ENSG00000230575","AC013286.1",23,23
"ENSG00000230576","OR6R1P",2,2
"ENSG00000230578","AC234781.5",2,2
"ENSG00000230580","RPL19P5",13,11
"ENSG00000230581","ACTG1P14",204,197
"ENSG00000230583","GTF2IRD1P1",5,4
"ENSG00000230584","CCT5P2",5,3
"ENSG00000230585","PHBP12",92,91
"ENSG00000230587","LINC02580",42,100
"ENSG00000230589","IMP3P1",0,0
"ENSG00000230590","FTX",1834,7650
"ENSG00000230592","RPSAP8",1,1
"ENSG00000230593","PPIAP40",114,114
"ENSG00000230594","CT47A4",0,0
"ENSG00000230595","RSL24D1P2",0,0
"ENSG00000230596","GPAA1P2",0,0
"ENSG00000230597","AL136164.1",0,0
"ENSG00000230598","AL645937.3",0,0
"ENSG00000230599","AC018495.1",0,0
"ENSG00000230600","AC073188.3",0,0
"ENSG00000230601","TEX48",3,3
"ENSG00000230603","AC011753.1",2,0
"ENSG00000230604","TSEN15P2",12,11
"ENSG00000230605","MTCYBP6",0,0
"ENSG00000230606","AC092683.1",28,28
"ENSG00000230607","AC005722.1",1,0
"ENSG00000230609","AL513185.2",8,8
"ENSG00000230611","HMGB1P27",0,0
"ENSG00000230612","AC004039.1",21,21
"ENSG00000230613","HM13-AS1",87,87
"ENSG00000230614","DYNLL1P7",1,1
"ENSG00000230615","AL139220.2",66,68
"ENSG00000230617","AC079987.1",0,0
"ENSG00000230618","H3P12",0,0
"ENSG00000230621","AC068138.1",0,0
"ENSG00000230622","UQCRHP1",0,0
"ENSG00000230623","AC104461.1",0,2
"ENSG00000230626","AC011005.1",13,14
"ENSG00000230627","Z97205.1",0,0
"ENSG00000230628","AL160408.3",0,0
"ENSG00000230629","RPS23P8",77,67
"ENSG00000230630","DNM3OS",32,23
"ENSG00000230631","AL353152.1",3,3
"ENSG00000230634","AL031597.1",0,0
"ENSG00000230635","CYP4F60P",11,6
"ENSG00000230636","RPL36P1",0,0
"ENSG00000230637","AL022324.1",41,40
"ENSG00000230638","AL445933.1",62,61
"ENSG00000230639","VN1R36P",0,0
"ENSG00000230641","USP12-AS2",2,2
"ENSG00000230643","AP000533.3",0,0
"ENSG00000230645","LINC01818",0,0
"ENSG00000230646","KLF2P2",0,0
"ENSG00000230647","AC022816.1",0,0
"ENSG00000230648","AL138831.1",5,5
"ENSG00000230649","AC024084.1",4,8
"ENSG00000230650","AC140479.2",1,1
"ENSG00000230651","RGPD4-AS1",0,0
"ENSG00000230654","MTCO2P25",0,0
"ENSG00000230655","OR7E55P",0,0
"ENSG00000230657","PRB4",25,25
"ENSG00000230658","KLHL7-DT",16,16
"ENSG00000230659","AL451074.4",5,5
"ENSG00000230661","YY1P1",7,7
"ENSG00000230662","TNPO1P2",0,0
"ENSG00000230663","FAM224B",3,3
"ENSG00000230665","THAP12P1",0,0
"ENSG00000230666","CEACAM22P",7,6
"ENSG00000230667","SETSIP",6,5
"ENSG00000230668","AL844175.1",0,0
"ENSG00000230671","NDUFS5P5",0,0
"ENSG00000230673","PABPC1P3",80,0
"ENSG00000230676","AL353803.2",2,1
"ENSG00000230679","ENO1-AS1",9,9
"ENSG00000230680","AC004869.1",0,0
"ENSG00000230681","CEACAMP4",0,0
"ENSG00000230682","GRPEL2P3",0,0
"ENSG00000230683","DDTP1",14,14
"ENSG00000230684","AL158207.2",129,126
"ENSG00000230686","AC067945.1",0,0
"ENSG00000230687","AL008626.1",0,0
"ENSG00000230690","AC013402.1",12,43
"ENSG00000230691","MRPL35P4",0,0
"ENSG00000230694","AL450003.1",0,0
"ENSG00000230695","AC012462.3",0,0
"ENSG00000230696","AC011753.2",2,1
"ENSG00000230697","SAP18P3",5,5
"ENSG00000230698","AC105935.2",1,1
"ENSG00000230699","AL645608.2",127,106
"ENSG00000230701","FBXW4P1",157,154
"ENSG00000230702","RPL31P30",0,0
"ENSG00000230703","MYOM3-AS1",0,0
"ENSG00000230704","AL021940.1",0,0
"ENSG00000230706","TMEM184CP1",0,0
"ENSG00000230707","AL589987.1",0,0
"ENSG00000230709","AC104024.1",5,4
"ENSG00000230710","LINC00332",0,0
"ENSG00000230711","CTAGE13P",1,1
"ENSG00000230712","GGTLC4P",4,3
"ENSG00000230714","AL355526.1",0,0
"ENSG00000230715","AC018638.2",1232,1230
"ENSG00000230716","KRT8P7",1,1
"ENSG00000230718","AC114878.1",7,7
"ENSG00000230720","LINC02644",0,0
"ENSG00000230721","AL049597.1",8,6
"ENSG00000230724","LINC01001",127,51
"ENSG00000230725","AL035252.2",0,2
"ENSG00000230727","RBMY2WP",0,0
"ENSG00000230728","AL590093.1",57,57
"ENSG00000230729","AL160270.1",0,0
"ENSG00000230730","AC074011.1",51,51
"ENSG00000230731","AL589745.1",3,4
"ENSG00000230732","AC016949.1",208,202
"ENSG00000230733","AC092171.2",287,0
"ENSG00000230734","RPL10P3",7,5
"ENSG00000230735","AC093423.2",88,57
"ENSG00000230736","AL021937.1",58,33
"ENSG00000230737","AC106870.2",0,0
"ENSG00000230739","AL392003.2",2,2
"ENSG00000230741","Z82173.1",1,0
"ENSG00000230746","AC006007.1",0,0
"ENSG00000230747","AC021188.1",72,32
"ENSG00000230748","PRELID1P7",0,0
"ENSG00000230749","MEIS1-AS2",2,4
"ENSG00000230750","SDAD1P2",1,1
"ENSG00000230751","AC007036.2",127,126
"ENSG00000230753","ZNF341-AS1",6,6
"ENSG00000230755","MTATP6P23",1,0
"ENSG00000230756","RHOQP3",2,2
"ENSG00000230757","NFU1P1",0,0
"ENSG00000230758","SNAP23P1",1,1
"ENSG00000230759","AC095032.2",0,0
"ENSG00000230764","MTND1P4",1,0
"ENSG00000230768","LINC01676",0,0
"ENSG00000230769","Z98048.1",49,49
"ENSG00000230772","VN1R108P",43,7
"ENSG00000230773","AC092650.1",8,29
"ENSG00000230777","RPS29P5",16,14
"ENSG00000230778","ANKRD63",122,121
"ENSG00000230779","AL161636.2",3,4
"ENSG00000230781","Z83820.1",0,0
"ENSG00000230782","AL807761.4",4,4
"ENSG00000230783","RPS3AP13",29,29
"ENSG00000230785","AC006326.1",0,0
"ENSG00000230787","PSAT1P3",5,5
"ENSG00000230788","CTDSPL2P2",0,0
"ENSG00000230789","ARHGAP26-IT1",46,46
"ENSG00000230790","AC012456.2",0,0
"ENSG00000230793","SMARCE1P5",22,21
"ENSG00000230794","AF015720.1",0,0
"ENSG00000230795","HLA-K",95,91
"ENSG00000230796","AC064862.1",0,0
"ENSG00000230797","YY2",67,51
"ENSG00000230798","FOXD3-AS1",0,0
"ENSG00000230799","RPS2P16",32,31
"ENSG00000230801","AL160175.1",2,2
"ENSG00000230803","AC097532.1",0,0
"ENSG00000230804","CDRT15P14",0,0
"ENSG00000230805","AL132709.7",0,0
"ENSG00000230806","SRGAP2-AS1",20,17
"ENSG00000230807","AC099535.1",3,2
"ENSG00000230809","RPS6P15",1,0
"ENSG00000230813","AL356583.3",2,1
"ENSG00000230814","USP9YP24",0,0
"ENSG00000230815","AL807757.1",26,26
"ENSG00000230817","LINC01362",2,3
"ENSG00000230818","MTND2P16",5,5
"ENSG00000230819","ZNF736P5Y",0,0
"ENSG00000230820","AC000362.1",0,0
"ENSG00000230821","AC245291.2",1,1
"ENSG00000230823","CBX1P1",2,2
"ENSG00000230825","AC005532.1",6,17
