"","GTExN7MScountsPUBLISHED","GTExN7MScountsREPROCESSED","GTExNFK9countsPUBLISHED","GTExNFK9countsREPROCESSED","GTExO5YTcountsPUBLISHED","GTExO5YTcountsREPROCESSED"
"ENSG00000145721",10,7,5,5,14,15
"ENSG00000145723",15,11,65,33,246,143
"ENSG00000145725",291,169,610,352,2288,1273
"ENSG00000145730",461,274,739,456,5063,2822
"ENSG00000145734",199,125,310,172,281,166
"ENSG00000145736",25,15,50,27,310,170
"ENSG00000145740",119,68,320,160,540,242
"ENSG00000145741",6158,3412,5892,3374,6412,3546
"ENSG00000145743",195,127,222,142,360,227
"ENSG00000145757",0,3,12,4,4,2
"ENSG00000145777",0,0,2,2,0,0
"ENSG00000145779",908,515,1136,651,2973,1628
"ENSG00000145780",1368,754,1074,600,3048,1654
"ENSG00000145781",158,89,207,126,121,61
"ENSG00000145782",473,313,668,411,1766,1049
"ENSG00000145794",0,0,4,3,14,14
"ENSG00000145808",0,0,0,0,0,0
"ENSG00000145817",225,128,260,168,1700,969
"ENSG00000145819",4798,3509,4337,2620,17535,10128
"ENSG00000145824",18,9,45,39,24,21
"ENSG00000145826",2,1,0,0,1,1
"ENSG00000145832",0,2,2,1,0,1
"ENSG00000145833",1177,679,1152,642,4361,2387
"ENSG00000145835",0,0,0,0,0,0
"ENSG00000145839",0,0,0,0,0,1
"ENSG00000145850",36,19,10,9,36,20
"ENSG00000145860",1206,693,858,515,4788,2599
"ENSG00000145861",3,2,2,1,0,1
"ENSG00000145863",0,7,0,0,25,25
"ENSG00000145864",12,13,0,0,31,53
"ENSG00000145868",731,466,1039,620,5174,2937
"ENSG00000145879",0,0,0,0,0,0
"ENSG00000145882",286,177,199,122,317,191
"ENSG00000145888",3,3,0,0,0,0
"ENSG00000145901",10542,5970,7643,4502,21971,12262
"ENSG00000145907",1208,701,1402,809,1753,966
"ENSG00000145908",28,14,34,20,22,16
"ENSG00000145911",80,51,7,5,7,5
"ENSG00000145912",392,149,468,177,356,120
"ENSG00000145916",345,221,387,237,1702,981
"ENSG00000145919",88,54,158,106,181,108
"ENSG00000145920",29,48,13,13,215,224
"ENSG00000145934",3,1,2,2,15,18
"ENSG00000145936",59,36,46,28,55,34
"ENSG00000145945",22,11,46,29,86,52
"ENSG00000145949",31,17,4,2,8,4
"ENSG00000145975",2,3,2,0,0,0
"ENSG00000145979",370,261,186,117,1299,742
"ENSG00000145982",185,147,172,105,170,102
"ENSG00000145990",647,350,568,338,1739,965
"ENSG00000145996",244,164,259,162,215,134
"ENSG00000146001",0,0,0,0,0,0
"ENSG00000146005",10,7,11,8,40,41
"ENSG00000146006",4,2,0,2,22,19
"ENSG00000146007",1353,739,2171,1212,7935,4286
"ENSG00000146013",1,0,1,0,2,1
"ENSG00000146021",124,74,35,21,57,46
"ENSG00000146038",0,0,0,1,2,1
"ENSG00000146039",2,1,0,0,0,0
"ENSG00000146047",0,0,0,0,0,0
"ENSG00000146049",0,0,0,0,0,0
"ENSG00000146054",64,35,33,21,84,49
"ENSG00000146063",752,475,641,375,2001,1067
"ENSG00000146066",1097,445,1160,481,1402,533
"ENSG00000146067",4897,2879,2343,1410,8316,4856
"ENSG00000146070",100,61,62,40,118,64
"ENSG00000146072",79,44,148,88,81,60
"ENSG00000146083",3502,2134,2158,1265,4428,2452
"ENSG00000146085",127,78,221,115,1634,912
"ENSG00000146090",2,1,1,0,1,4
"ENSG00000146094",7318,4220,13237,7677,71532,38880
"ENSG00000146109",320,191,795,469,1159,631
"ENSG00000146112",14795,8003,13239,7556,54418,29841
"ENSG00000146122",188,109,823,444,9284,4577
"ENSG00000146143",174,101,148,98,250,150
"ENSG00000146147",20,14,20,18,48,37
"ENSG00000146151",2,2,0,1,0,2
"ENSG00000146166",0,0,0,0,8,4
"ENSG00000146192",1737,1316,1375,925,1785,1097
"ENSG00000146197",16,9,17,20,5,14
"ENSG00000146205",8,3,16,8,7,4
"ENSG00000146215",29,34,13,20,64,64
"ENSG00000146216",3,4,3,1,15,20
"ENSG00000146221",0,1,3,1,1,0
"ENSG00000146223",564,338,884,512,1315,741
"ENSG00000146232",620,384,399,239,560,326
"ENSG00000146233",0,0,0,0,2,2
"ENSG00000146242",8,5,16,13,21,10
"ENSG00000146243",14,9,11,5,32,19
"ENSG00000146247",686,392,1090,612,1613,954
"ENSG00000146250",2,1,0,0,3,5
"ENSG00000146263",96,61,68,39,170,93
"ENSG00000146267",0,0,0,2,18,19
"ENSG00000146276",0,0,0,0,0,0
"ENSG00000146278",10000,5418,5984,3375,17819,9577
"ENSG00000146281",158,92,120,69,191,105
"ENSG00000146282",165,151,313,217,508,366
"ENSG00000146285",508,457,455,428,282,230
"ENSG00000146350",31,16,38,27,29,20
"ENSG00000146352",6,8,0,0,19,20
"ENSG00000146360",0,0,0,0,3,2
"ENSG00000146373",62,41,30,26,152,90
"ENSG00000146374",4,1,4,2,3,2
"ENSG00000146376",181,102,475,262,1006,541
"ENSG00000146378",2,1,0,0,1,0
"ENSG00000146383",0,0,0,0,0,0
"ENSG00000146385",0,0,0,0,0,0
"ENSG00000146386",288,158,505,286,1853,1001
"ENSG00000146399",0,0,0,0,4,2
"ENSG00000146409",91,68,117,76,373,224
"ENSG00000146410",9,7,8,6,83,49
"ENSG00000146411",1,2,0,0,8,7
"ENSG00000146414",83,50,62,39,161,70
"ENSG00000146416",207,143,136,85,608,414
"ENSG00000146425",969,559,1497,864,12069,6568
"ENSG00000146426",119,82,152,81,66,101
"ENSG00000146433",721,430,919,532,675,411
"ENSG00000146453",0,2,2,1,2,2
"ENSG00000146457",1489,839,2062,1117,5595,2912
"ENSG00000146463",431,251,265,154,949,520
"ENSG00000146469",2,1,0,0,2,4
"ENSG00000146476",90,56,257,139,1045,579
"ENSG00000146477",0,3,14,13,19,17
"ENSG00000146521",0,0,0,0,0,0
"ENSG00000146530",10,9,6,8,16,17
"ENSG00000146535",1862,1015,996,591,1412,806
"ENSG00000146540",343,308,333,223,480,351
"ENSG00000146555",7,6,25,18,69,43
"ENSG00000146556",223,219,229,216,445,393
"ENSG00000146574",107,94,102,71,574,297
"ENSG00000146576",1006,586,1099,636,1353,785
"ENSG00000146587",83,42,212,119,274,156
"ENSG00000146592",1296,738,3091,1760,14045,7690
"ENSG00000146618",0,0,0,0,0,0
"ENSG00000146648",4,7,26,26,38,41
"ENSG00000146666",0,0,0,0,0,1
"ENSG00000146670",180,94,34,21,102,63
"ENSG00000146674",149,83,728,416,37,39
"ENSG00000146676",815,447,644,370,2243,1226
"ENSG00000146677",46,86,74,108,107,148
"ENSG00000146678",0,0,0,0,0,0
"ENSG00000146700",4,2,0,0,22,11
"ENSG00000146701",2270,1291,1954,1193,3284,1955
"ENSG00000146707",228,111,137,62,171,84
"ENSG00000146722",0,0,1,0,0,1
"ENSG00000146729",292,186,559,326,1170,683
"ENSG00000146731",1087,673,1283,741,1447,842
"ENSG00000146733",32,18,46,27,87,55
"ENSG00000146755",0,0,1,0,0,0
"ENSG00000146757",35,19,106,56,73,44
"ENSG00000146776",561,315,160,106,382,239
"ENSG00000146802",163,97,215,124,675,385
"ENSG00000146809",0,0,0,2,0,0
"ENSG00000146826",1296,734,1094,571,2973,1382
"ENSG00000146828",2937,2217,4199,2913,25643,16905
"ENSG00000146830",3799,2265,2029,1216,4165,2444
"ENSG00000146833",385,220,431,253,901,502
"ENSG00000146834",1233,676,1026,603,2219,1236
"ENSG00000146839",1,2,0,0,0,0
"ENSG00000146842",87,51,119,58,94,50
"ENSG00000146856",0,5,7,5,7,13
"ENSG00000146857",0,0,0,0,0,1
"ENSG00000146858",4,5,4,5,0,0
"ENSG00000146859",1870,978,844,436,3797,1800
"ENSG00000146872",556,387,411,256,2041,1246
"ENSG00000146904",189,129,111,75,444,295
"ENSG00000146909",269,177,195,116,138,86
"ENSG00000146910",0,0,0,0,4,0
"ENSG00000146918",210,122,151,87,211,127
"ENSG00000146926",4,3,2,2,0,0
"ENSG00000146938",0,0,0,0,10,15
"ENSG00000146950",8,6,8,5,23,15
"ENSG00000146955",12,33,2,21,42,154
"ENSG00000146963",1630,287,1172,234,1848,327
"ENSG00000146966",0,0,4,2,21,15
"ENSG00000147003",0,0,0,0,10,7
"ENSG00000147010",6039,3356,3647,2090,12968,7136
"ENSG00000147027",4,2,30,19,45,45
"ENSG00000147036",18,10,60,40,8,5
"ENSG00000147041",0,0,0,0,4,4
"ENSG00000147044",175,118,105,69,159,98
"ENSG00000147050",706,507,639,393,2438,1375
"ENSG00000147059",0,0,0,0,0,1
"ENSG00000147065",44328,24069,27530,15630,71965,39345
"ENSG00000147081",0,0,0,0,0,0
"ENSG00000147082",10,5,10,5,30,17
"ENSG00000147099",103,86,132,63,291,116
"ENSG00000147100",12,9,10,10,23,32
"ENSG00000147113",8,8,44,24,19,17
"ENSG00000147117",2,1,0,0,7,5
"ENSG00000147118",97,50,171,91,633,352
"ENSG00000147119",262,150,77,45,63,35
"ENSG00000147121",123,68,141,102,231,140
"ENSG00000147123",984,546,1577,934,2395,1381
"ENSG00000147124",59,41,76,46,171,96
"ENSG00000147127",0,2,0,4,2,8
"ENSG00000147130",655,376,347,202,614,369
"ENSG00000147133",690,402,374,225,1015,581
"ENSG00000147138",39,129,55,171,0,15
"ENSG00000147140",6316,3808,3448,2064,7751,4302
"ENSG00000147144",177,108,121,73,158,96
"ENSG00000147145",0,0,0,0,0,0
"ENSG00000147155",740,184,858,180,496,103
"ENSG00000147160",0,0,0,0,0,0
"ENSG00000147162",5411,3440,3074,1850,8637,4856
"ENSG00000147164",375,219,346,200,1682,938
"ENSG00000147166",26,20,4,3,36,23
"ENSG00000147168",15306,2101,10177,1308,40712,3779
"ENSG00000147174",56,39,132,71,222,128
"ENSG00000147180",12,7,14,3,23,20
"ENSG00000147183",0,0,0,0,0,1
"ENSG00000147202",516,313,420,267,1457,839
"ENSG00000147206",32,27,4,5,3,2
"ENSG00000147223",0,0,0,0,0,0
"ENSG00000147224",736,406,1009,559,845,473
"ENSG00000147231",34,23,79,47,90,57
"ENSG00000147234",140,79,69,35,3,5
"ENSG00000147246",0,0,2,1,8,10
"ENSG00000147251",1549,956,2484,1453,7694,4195
"ENSG00000147255",0,0,4,2,7,3
"ENSG00000147256",2,1,3,2,6,3
"ENSG00000147257",10,10,2,1,17,21
"ENSG00000147262",0,0,0,0,0,0
"ENSG00000147274",2729,1497,2210,1252,3059,1695
"ENSG00000147316",304,167,329,187,248,142
"ENSG00000147324",441,236,581,328,131,76
"ENSG00000147364",167,102,229,124,341,177
"ENSG00000147378",0,0,0,0,0,0
"ENSG00000147381",0,0,2,1,0,0
"ENSG00000147383",120,73,217,125,402,230
"ENSG00000147394",870,477,856,489,1795,999
"ENSG00000147400",212,121,266,146,1184,647
"ENSG00000147403",46695,21298,37140,17570,29460,13585
"ENSG00000147408",267,161,745,423,4524,2475
"ENSG00000147416",5568,4211,5127,3108,50221,27873
"ENSG00000147419",153,79,274,154,357,198
"ENSG00000147421",269,217,191,136,639,469
"ENSG00000147432",0,0,0,0,0,0
"ENSG00000147434",3,1,0,0,0,0
"ENSG00000147437",37,24,36,20,224,138
"ENSG00000147439",447,511,450,424,2391,1604
"ENSG00000147443",4528,2759,4894,2885,1794,998
"ENSG00000147454",39429,26666,55993,37688,120788,76053
"ENSG00000147457",1265,819,886,530,2050,1142
"ENSG00000147459",5500,3608,2622,1574,10002,5578
"ENSG00000147465",0,5,0,1,7,23
"ENSG00000147471",498,275,395,245,2941,1639
"ENSG00000147475",242,157,389,229,1953,1057
"ENSG00000147481",0,0,0,0,0,3
"ENSG00000147485",0,0,12,7,2,3
"ENSG00000147488",2,2,0,1,18,21
"ENSG00000147509",0,1,0,0,11,17
"ENSG00000147526",2013,1221,1608,940,4124,2310
"ENSG00000147533",720,105,1081,136,5331,447
"ENSG00000147535",393,347,308,207,194,156
"ENSG00000147536",145,85,41,19,29,13
"ENSG00000147548",2255,1215,1264,700,2881,1485
"ENSG00000147570",8,5,0,0,7,4
"ENSG00000147571",0,0,0,1,0,0
"ENSG00000147573",0,0,0,1,7,5
"ENSG00000147576",157,39,152,36,92,12
"ENSG00000147586",31,3,133,10,154,6
"ENSG00000147588",0,3,8,12,67,78
"ENSG00000147592",19,13,21,12,149,61
"ENSG00000147596",0,1,0,0,0,0
"ENSG00000147601",605,432,292,180,758,404
"ENSG00000147604",2794,1548,11748,6467,6160,3346
"ENSG00000147606",0,0,22,20,0,1
"ENSG00000147613",0,0,0,0,0,0
"ENSG00000147614",0,0,0,0,0,0
"ENSG00000147642",7,10,20,10,44,56
"ENSG00000147647",4,3,4,2,0,0
"ENSG00000147649",859,565,826,646,2556,1680
"ENSG00000147650",8,5,18,9,9,10
"ENSG00000147654",108,69,154,90,226,128
"ENSG00000147655",2,1,10,6,14,12
"ENSG00000147669",61,38,275,153,312,188
"ENSG00000147676",4,7,4,4,19,18
"ENSG00000147677",3710,2037,3568,2065,5641,3142
"ENSG00000147679",60,35,102,63,144,80
"ENSG00000147684",561,337,965,483,2692,1137
"ENSG00000147687",23,20,77,40,132,62
"ENSG00000147689",15,14,6,3,12,8
"ENSG00000147697",0,0,2,1,0,0
"ENSG00000147724",0,2,0,0,8,9
"ENSG00000147753",0,0,0,0,0,0
"ENSG00000147761",0,0,0,0,0,0
"ENSG00000147789",207,126,279,178,814,475
"ENSG00000147799",7,7,2,1,10,9
"ENSG00000147804",80,54,135,84,229,132
"ENSG00000147813",1083,640,533,242,3798,1268
"ENSG00000147852",114,47,38,15,266,118
"ENSG00000147853",333,184,442,248,556,326
"ENSG00000147854",1081,664,814,473,765,434
"ENSG00000147862",13,14,70,44,39,42
"ENSG00000147869",0,0,0,0,0,0
"ENSG00000147872",27844,15575,9000,5285,14066,7703
"ENSG00000147873",0,0,0,0,0,0
"ENSG00000147874",192,110,219,129,746,399
"ENSG00000147883",16,11,18,12,153,88
"ENSG00000147885",0,0,0,0,0,0
"ENSG00000147889",14,7,38,18,0,1
"ENSG00000147894",1572,915,1803,1036,4709,2572
"ENSG00000147896",0,1,0,0,0,1
"ENSG00000147905",245,148,346,198,475,282
"ENSG00000147912",196,50,98,35,242,70
"ENSG00000147955",527,294,552,323,423,243
"ENSG00000147996",75,80,32,27,107,76
"ENSG00000148019",514,344,621,366,255,167
"ENSG00000148053",8,14,26,26,277,325
"ENSG00000148057",78,47,95,59,1486,868
"ENSG00000148082",1,5,6,7,89,74
"ENSG00000148090",112,79,113,66,448,269
"ENSG00000148110",645,378,1073,634,5419,2976
"ENSG00000148120",110,67,46,32,77,61
"ENSG00000148123",2,1,0,0,6,10
"ENSG00000148136",0,0,0,0,0,0
"ENSG00000148143",4,6,6,3,8,12
"ENSG00000148153",185,119,247,152,600,334
"ENSG00000148154",1078,641,1003,574,14814,8130
"ENSG00000148156",0,0,0,0,0,0
"ENSG00000148158",274,161,321,187,564,331
"ENSG00000148175",4843,2686,6341,3563,78253,42397
"ENSG00000148180",4045,2190,5830,3427,34263,18528
"ENSG00000148187",475,270,416,241,450,255
"ENSG00000148200",315,186,172,99,817,453
"ENSG00000148204",16,9,4,3,13,7
"ENSG00000148215",0,0,0,0,0,0
"ENSG00000148218",569,328,441,275,1767,996
"ENSG00000148219",44,28,28,15,20,22
"ENSG00000148225",10,5,2,2,15,13
"ENSG00000148229",916,467,966,518,1260,666
"ENSG00000148248",2820,1655,3805,2168,8189,4499
"ENSG00000148288",699,248,423,182,2265,817
"ENSG00000148290",724,398,879,531,2510,1472
"ENSG00000148291",152,85,153,77,206,99
"ENSG00000148296",369,217,464,277,496,278
"ENSG00000148297",875,464,784,451,2509,1373
"ENSG00000148300",434,241,422,251,436,250
"ENSG00000148303",23495,12612,20200,11379,18215,9885
"ENSG00000148308",1057,623,871,533,2554,1484
"ENSG00000148331",580,306,515,281,1312,672
"ENSG00000148334",570,398,709,497,500,322
"ENSG00000148335",241,124,187,109,182,77
"ENSG00000148337",4285,2490,2521,1529,2438,1535
"ENSG00000148339",375,234,344,195,242,130
"ENSG00000148341",1865,1344,1760,1157,2139,1453
"ENSG00000148343",1240,749,880,537,2131,1204
"ENSG00000148344",131,77,30,18,243,147
"ENSG00000148346",12948,7056,1513,871,51732,28306
"ENSG00000148356",667,618,628,440,2946,1915
"ENSG00000148357",16,9,41,29,1,5
"ENSG00000148358",877,532,976,564,5026,2795
"ENSG00000148362",830,641,1580,1238,529,359
"ENSG00000148377",1,0,2,0,2,0
"ENSG00000148384",314,215,244,166,151,93
"ENSG00000148386",0,0,0,0,0,0
"ENSG00000148396",3397,2131,2173,1286,7439,4130
"ENSG00000148399",552,325,466,268,387,218
"ENSG00000148400",3581,2098,2811,1658,4541,2525
"ENSG00000148408",3,11,3,2,33,30
"ENSG00000148411",402,245,819,483,1993,1162
"ENSG00000148426",43,21,40,23,20,9
"ENSG00000148429",164,94,83,44,630,351
"ENSG00000148444",111,20,303,63,787,118
"ENSG00000148450",124,70,155,97,3502,1984
"ENSG00000148459",52,40,44,30,870,494
"ENSG00000148468",30,19,46,25,58,63
"ENSG00000148481",106,70,302,168,480,315
"ENSG00000148482",0,0,0,0,8,7
"ENSG00000148483",4,2,8,6,2,1
"ENSG00000148484",1645,959,1743,1047,3053,1792
"ENSG00000148488",17,23,21,35,0,11
"ENSG00000148498",6,4,44,28,28,29
"ENSG00000148513",0,0,0,0,1,0
"ENSG00000148516",464,263,304,167,427,238
"ENSG00000148541",0,1,0,1,6,8
"ENSG00000148572",367,198,1416,801,7509,4033
"ENSG00000148584",21,12,0,0,0,0
"ENSG00000148600",253,133,126,87,31,22
"ENSG00000148602",0,0,0,0,0,0
"ENSG00000148604",0,1,0,0,0,1
"ENSG00000148606",428,251,285,161,507,297
"ENSG00000148634",539,319,557,321,3947,2143
"ENSG00000148655",60,54,62,53,411,293
"ENSG00000148660",2074,1179,1393,813,4118,2203
"ENSG00000148671",0,0,0,0,0,0
"ENSG00000148672",1256,714,1950,1102,2984,1681
"ENSG00000148677",4,2,33,38,67,67
"ENSG00000148680",0,0,4,3,2,1
"ENSG00000148688",158,108,214,144,296,166
"ENSG00000148690",124,79,139,85,348,210
"ENSG00000148700",1960,1132,2513,1417,9262,5061
"ENSG00000148702",9,5,0,0,0,0
"ENSG00000148704",0,0,0,0,1,2
"ENSG00000148719",1313,742,1488,877,3405,1896
"ENSG00000148730",5220,2837,3359,1903,10787,5882
"ENSG00000148734",2,4,0,0,1,1
"ENSG00000148735",0,0,1,0,2,1
"ENSG00000148737",356,209,189,114,503,286
"ENSG00000148773",619,339,120,68,198,115
"ENSG00000148795",5,2,2,0,23,4
"ENSG00000148798",6,8,4,2,16,38
"ENSG00000148803",71,50,178,109,115,62
"ENSG00000148814",113,78,54,37,116,99
"ENSG00000148824",385,59,475,57,392,31
"ENSG00000148826",2,1,0,2,5,4
"ENSG00000148832",96,5,74,3,50,0
"ENSG00000148834",925,522,2285,1301,9806,5428
"ENSG00000148835",43,30,67,37,145,76
"ENSG00000148840",879,522,633,388,405,246
"ENSG00000148841",7062,3255,4827,2279,10327,4400
"ENSG00000148842",251,132,160,96,203,94
"ENSG00000148843",820,488,660,399,518,302
"ENSG00000148848",10,7,4,2,6,4
"ENSG00000148908",1040,567,1262,708,507,275
"ENSG00000148925",111,68,318,186,2715,1501
"ENSG00000148926",2784,1510,2388,1370,9773,5333
"ENSG00000148935",0,5,2,2,17,12
"ENSG00000148942",0,0,0,0,0,0
"ENSG00000148943",186,102,281,153,486,278
"ENSG00000148948",0,0,0,0,2,5
"ENSG00000148950",21,10,37,15,26,2
"ENSG00000148965",8,0,0,0,0,0
"ENSG00000148985",374,250,282,203,960,631
"ENSG00000149016",435,117,323,62,662,119
"ENSG00000149021",1,0,1,0,0,1
"ENSG00000149043",0,1,1,3,1,0
"ENSG00000149050",1,1,0,0,3,1
"ENSG00000149054",2,1,8,3,0,1
"ENSG00000149084",127,123,61,73,275,354
"ENSG00000149089",86,47,165,90,476,259
"ENSG00000149090",2,1,2,3,4,12
"ENSG00000149091",6195,4943,6472,4512,5218,3587
"ENSG00000149100",1140,623,1539,824,2542,1284
"ENSG00000149115",137,80,218,154,166,118
"ENSG00000149124",14,8,0,0,0,0
"ENSG00000149131",475,294,357,244,639,420
"ENSG00000149133",0,0,0,0,0,0
"ENSG00000149136",2189,1147,1416,754,1165,596
"ENSG00000149150",481,280,249,155,195,114
"ENSG00000149177",2316,1325,2648,1532,15654,8643
"ENSG00000149179",258,171,167,110,711,432
"ENSG00000149182",2030,1202,1867,1062,6250,3497
"ENSG00000149187",2741,1552,1821,1053,5363,2950
"ENSG00000149196",179,104,278,168,673,386
"ENSG00000149201",10,5,5,3,2,1
"ENSG00000149212",1886,1025,2887,1652,1407,823
"ENSG00000149218",319,176,372,221,225,149
"ENSG00000149231",61,62,294,203,804,517
"ENSG00000149243",15,14,0,1,7,5
"ENSG00000149256",11,10,2,2,9,12
"ENSG00000149257",1924,1247,173,121,133,89
"ENSG00000149260",833,484,183,109,60,46
"ENSG00000149262",879,500,665,394,1205,687
"ENSG00000149269",4992,2806,2090,1217,6368,3614
"ENSG00000149273",26171,14185,23683,13734,18981,10607
"ENSG00000149289",4,6,10,6,38,27
"ENSG00000149292",168,111,113,71,200,132
"ENSG00000149294",834,426,335,179,219,163
"ENSG00000149295",0,0,4,3,2,1
"ENSG00000149300",0,0,0,0,0,0
"ENSG00000149305",0,0,0,0,0,6
"ENSG00000149308",398,230,449,261,599,335
"ENSG00000149311",2613,1536,1466,838,1758,957
"ENSG00000149313",115,62,207,117,543,292
"ENSG00000149328",33,24,154,104,8,8
"ENSG00000149346",111,62,55,36,300,158
"ENSG00000149357",1400,786,2644,1540,13991,7756
"ENSG00000149380",0,1,5,5,0,1
"ENSG00000149403",114,77,18,15,3,3
"ENSG00000149418",309,179,401,236,1329,746
"ENSG00000149428",2301,1232,1557,846,916,465
"ENSG00000149435",2,2,0,0,2,1
"ENSG00000149443",0,0,0,0,0,0
"ENSG00000149451",24,17,18,13,19,25
"ENSG00000149452",0,0,0,0,1,0
"ENSG00000149474",90,52,266,151,234,135
"ENSG00000149476",470,269,303,174,851,454
"ENSG00000149480",3179,1997,3058,1833,4642,2622
"ENSG00000149483",601,355,525,319,617,355
"ENSG00000149485",323,199,184,114,338,208
"ENSG00000149488",4,4,9,7,4,8
"ENSG00000149489",20,10,58,33,451,242
"ENSG00000149499",2302,1717,1784,1236,4347,2460
"ENSG00000149503",174,120,104,63,96,70
"ENSG00000149506",2,2,0,0,0,0
"ENSG00000149507",0,0,0,0,0,0
"ENSG00000149516",465,261,79,52,23,12
"ENSG00000149527",1202,811,526,373,132,107
"ENSG00000149531",58,56,40,39,356,293
"ENSG00000149532",2470,1357,1869,1051,5958,3288
"ENSG00000149534",48,25,0,0,0,0
"ENSG00000149541",697,439,779,469,2060,1184
"ENSG00000149547",321,207,390,246,532,318
"ENSG00000149548",40,23,12,9,6,6
"ENSG00000149554",88,46,95,42,42,21
"ENSG00000149557",166,109,221,137,93,106
"ENSG00000149564",277,155,317,196,133,77
"ENSG00000149571",9,13,0,6,22,32
"ENSG00000149573",35,22,84,47,108,78
"ENSG00000149575",4,7,2,2,30,35
"ENSG00000149577",2775,1838,1184,776,2961,1708
"ENSG00000149582",176,102,44,31,88,67
"ENSG00000149591",773,512,561,410,702,522
"ENSG00000149596",52,28,14,20,12,17
"ENSG00000149599",0,1,10,6,1,3
"ENSG00000149600",775,274,1067,394,1910,574
"ENSG00000149609",0,2,0,0,0,2
"ENSG00000149633",0,1,9,5,5,11
"ENSG00000149634",4,4,0,0,8,7
"ENSG00000149635",0,0,0,0,1,0
"ENSG00000149636",95,56,160,86,360,199
"ENSG00000149639",157,103,112,63,167,138
"ENSG00000149646",3,2,0,0,2,1
"ENSG00000149651",0,0,0,0,0,0
"ENSG00000149654",6,7,0,0,20,15
"ENSG00000149656",1,0,1,3,0,0
"ENSG00000149657",703,435,487,303,1240,717
"ENSG00000149658",709,391,824,477,1776,1002
"ENSG00000149679",369,223,290,175,624,346
"ENSG00000149716",165,112,202,137,328,203
"ENSG00000149735",0,1,0,0,1,0
"ENSG00000149742",0,0,0,0,0,1
"ENSG00000149743",227,201,277,218,645,394
"ENSG00000149761",301,221,453,294,1951,1030
"ENSG00000149781",9014,5250,11181,6516,38966,21382
"ENSG00000149782",460,348,306,202,1193,701
"ENSG00000149792",549,274,711,379,1422,712
"ENSG00000149798",365,0,436,0,2065,0
"ENSG00000149806",5454,1995,9571,3007,8830,2382
"ENSG00000149809",149,95,73,49,131,81
"ENSG00000149823",2634,1574,2081,1203,2527,1349
"ENSG00000149922",20,17,7,7,25,13
"ENSG00000149923",3382,2422,3816,2349,13260,7617
"ENSG00000149925",38302,1565,32126,203,156046,345
"ENSG00000149926",9,6,1,0,15,3
"ENSG00000149927",9,9,6,4,21,20
"ENSG00000149929",323,201,188,113,381,227
"ENSG00000149930",1405,843,1055,654,3525,2096
"ENSG00000149932",1096,611,1151,687,3049,1764
"ENSG00000149948",2,1,0,0,0,0
"ENSG00000149968",0,0,30,20,2,2
"ENSG00000149970",24,32,17,18,53,45
"ENSG00000149972",0,0,0,0,2,3
"ENSG00000150045",188,148,1210,710,114,66
"ENSG00000150048",115,68,60,33,141,88
"ENSG00000150051",0,0,0,3,3,2
"ENSG00000150054",225,140,225,135,1557,877
"ENSG00000150093",1548,941,2805,1625,2996,1721
"ENSG00000150175",0,0,0,0,0,0
"ENSG00000150201",0,0,0,0,0,0
"ENSG00000150244",0,0,0,0,0,0
"ENSG00000150261",0,0,0,0,0,0
"ENSG00000150269",0,0,0,0,1,0
"ENSG00000150275",0,0,0,0,0,3
"ENSG00000150276",0,0,0,1,0,0
"ENSG00000150281",17,10,7,3,62,38
"ENSG00000150316",145,97,389,230,1115,657
"ENSG00000150337",233,123,1588,833,4999,2514
"ENSG00000150347",1103,636,467,266,1797,1005
"ENSG00000150361",0,1,0,0,2,1
"ENSG00000150394",0,0,0,0,5,7
"ENSG00000150401",298,196,235,136,452,256
"ENSG00000150403",531,301,876,509,5538,3091
"ENSG00000150433",183,104,154,92,298,179
"ENSG00000150455",49,36,96,55,318,156
"ENSG00000150456",32,25,22,11,41,24
"ENSG00000150457",323,210,339,207,1218,682
